course_id
course-v1:UTPL+AMOCR5+2019_1
course-v1:UTPL+EFHE21+2024_1
course-v1:UTPL+INTRBIORREM-Ed5+2017_OCT
course-v1:UTPL+EVOLFUND6+2021_2
course-v1:UTPL+SRM-Ed3+2017-FEB
course-v1:UTPL+SCLPSY1+2019_1
course-v1:UTPL+EFHE20+2023_2
course-v1:UTPL+PRESCHEDU4+2020_2
course-v1:UTPL+INTRECON5+2021_1
course-v1:UTPL+OHEALPP+2021_2
course-v1:UTPL+ETHIC3+2020_1
course-v1:UTPL+CD14+2020_2
course-v1:UTPL+AKOMP16+2021_2
course-v1:UTPL+INTERNCOM+2021_2
course-v1:UTPL+INTERNCOM2+2022_1
course-v1:UTPL+EAUF7+2020_2
course-v1:UTPL+CP001+2015_OCT
course-v1:UTPL+CEIDNU001+2015_OCT_NOV
course-v1:UTPL+AIRPOLLUTION13+2020_2
course-v1:UTPL+GENCHEM4+2021_2
course-v1:UTPL+EAIG9+2021_2
course-v1:UTPL+MATHFUND2+2019_2
course-v1:UTPL+AKOMP19+2023_1
course-v1:UTPL+EFHE15+2021_1
course-v1:UTPL+HG13+2020_1
course-v1:UTPL+JIT16+2021_2
course-v1:UTPL+EDA+2015
course-v1:UTPL+AGROSYS-Ed2+2017-FEB
course-v1:UTPL+HG-Ed4+ABR_2017
course-v1:UTPL+LP+2017
course-v1:UTPL+OCPCD2+2022_1
course-v1:UTPL+EVOLFUND7+2022_1
course-v1:UTPL+CD-Ed5+2017_JUN
course-v1:UTPL+SCLPSY3+2020_1
course-v1:UTPL+COOSU-Ed2+2018_1
course-v1:UTPL+GVOCTR4EMPL3+2024_1
course-v1:UTPL+GP2016+2016
course-v1:UTPL+TC2016+2016_P1
course-v1:UTPL+COMPFUND3+2020_1
course-v1:UTPL+INTRECON2+2019_2
course-v1:UTPL+COMPFUND2+2019_2
course-v1:UTPL+EFHE16+2021_2
course-v1:UTPL+HG14+2020_2
course-v1:UTPL+AIRPOLLUTION-Ed7+2018_1
course-v1:UTPL+AGROSYS+2017_ENE
course-v1:UTPL+DBMAA+2018_1
course-v1:UTPL+INTRECON3+2020_1
course-v1:UTPL+JIT14+2020_2
course-v1:UTPL+AKOMP9+2018_2
course-v1:UTPL+UTIC7+2019_2
course-v1:UTPL+SCLPSY7+2022_1
course-v1:UTPL+READAPY2+2019_2
course-v1:UTPL+EAUF6+2020_1
course-v1:UTPL+ANTRPY+2018_1
course-v1:UTPL+MCS1+2019_1
course-v1:UTPL+SCLPSY5+2021_1
course-v1:UTPL+COOSU+2017_DIC
course-v1:UTPL+EAUF8+2021_1
course-v1:UTPL+FHP04+2022_1
course-v1:UTPL+ETHIC7+2022_1
course-v1:UTPL+PRESCHEDU2+2019_2
course-v1:UTPL+CD-Ed8+2018_1
course-v1:UTPL+DISTED+2020_2
course-v1:UTPL+EFHE-Ed2+2017_ENE
course-v1:UTPL+MKTING7+2022_1
course-v1:UTPL+INTRBIORREM15+2021_2
course-v1:UTPL+EAAM4+2019_1
course-v1:UTPL+INTRBIORREM11+2019_2
course-v1:UTPL+AKOMP13+2020_1
course-v1:UTPL+PRESCHEDU6+2021_2
course-v1:UTPL+INTRBIORREM-Ed2+2017-FEB
course-v1:UTPL+SRM13+2020_1
course-v1:UTPL+EAUF3+2018_3
course-v1:UTPL+MCS4+2020_2
course-v1:UTPL+AKOMP+2016
course-v1:UTPL+EAAM7+2020_2
course-v1:UTPL+SCLPSY6+2021_2
course-v1:LFFORPF+LFFORPF+2021_2
course-v1:UTPL+EFHE10+2018_3
course-v1:UTPL+GENBIOL3+2020_1
course-v1:UTPL+AMOCR-Ed2+2018_1
course-v1:UTPL+COMPFUND5+2021_1
course-v1:UTPL+ADMINI2+2019_2
course-v1:UTPL+HG17+2022_1
course-v1:UTPL+DRCI1+2019_1
course-v1:UTPL+FTPED02+2021_2
course-v1:UTPL+HG11+2019_1
course-v1:UTPL+INTRBIORREM16+2022_1
course-v1:UTPL+NRE-Ed3+2018_1
course-v1:UTPL+DBMAA3+2019_1
course-v1:UTPL+FERBEV8+2018_3
course-v1:UTPL+CD-Ed2+2017_ENE
course-v1:UTPL+CD19+2024_1
course-v1:UTPL+GENCHEM2+2019_2
course-v1:UTPL+HG-Ed8+2018_1
course-v1:UTPL+SRM-Ed8+2018_1
course-v1:UTPL+CD-Ed4+ABR_2017
course-v1:UTPL+CD15+2021_1
course-v1:UTPL+ADMINI4+2020_2
course-v1:UTPL+JIT-Ed8+2018_1
course-v1:UTPL+FERBEV-Ed4+2017_OCT
course-v1:UTPL+EVOLFUND3+2018_3
course-v1:UTPL+EAAM8+2021_1
course-v1:UTPL+HG-Ed6+2017_OCT
course-v1:UTPL+GVOCTR4EMPL1+2021_2
course-v1:UTPL+SRM-Ed5+2017_JUN
course-v1:LFFORPF+LFFORPF2+2022_1
course-v1:UTPL+ADMINI5+2021_1
course-v1:UTPL+FERBEV12+2020_2
course-v1:UTPL+JIT11+2019_1
course-v1:UTPL+FHP05+2023_2
course-v1:UTPL+COOSU3+2018_2
course-v1:UTPL+FERBEV11+2020_1
course-v1:UTPL+FHP07+2024_1
course-v1:UTPL+EAUF+2018_1
course-v1:UTPL+AMOCR6+2019_2
course-v1:UTPL+DTCOM+2021_2
course-v1:UTPL+AUDIOVPRO5+2019_1
course-v1:UTPL+AIRPOLLUTION14+2021_1
course-v1:UTPL+MKTING2+2019_2
course-v1:UTPL+DCSFS+2018_1
course-v1:UTPL+JIT17+2022_1
course-v1:UTPL+AIRPOLLUTION15+2021_2
course-v1:UTPL+ADMINI6+2021_2
course-v1:UTPL+JIT15+2021_1
course-v1:UTPL+CD13+2020_1
course-v1:UTPL+EAIG10+2022_1
course-v1:UTPL+EAUF5+2019_2
course-v1:UTPL+EAIG6+2020_1
course-v1:UTPL+AIRPOLLUTION11+2019_2
