from,prop,to
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a0e8cec4a89f9040002c1
http://example.org/tic-absa/thread/5e9a0e8cec4a89f9040002c1,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a0a16ec4a890c8300026c
http://example.org/tic-absa/thread/5e9a0a16ec4a890c8300026c,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a0fbbec4a89e2a50002e1
http://example.org/tic-absa/thread/5e9a0fbbec4a89e2a50002e1,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e993f3fec4a89de3400006a
http://example.org/tic-absa/thread/5e993f3fec4a89de3400006a,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a002aec4a89f904000236
http://example.org/tic-absa/thread/5e9a002aec4a89f904000236,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e99fe55ec4a89f904000226
http://example.org/tic-absa/thread/5e99fe55ec4a89f904000226,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e99f310ec4a89f9040001d1
http://example.org/tic-absa/thread/5e99f310ec4a89f9040001d1,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a2ec0ec4a890c8300040a
http://example.org/tic-absa/thread/5e9a2ec0ec4a890c8300040a,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a2b56ec4a89f904000425
http://example.org/tic-absa/thread/5e9a2b56ec4a89f904000425,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a28a6ec4a89e2a5000416
http://example.org/tic-absa/thread/5e9a28a6ec4a89e2a5000416,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a38b7ec4a89f9040004cf
http://example.org/tic-absa/thread/5e9a38b7ec4a89f9040004cf,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a2d9cec4a89e2a500045a
http://example.org/tic-absa/thread/5e9a2d9cec4a89e2a500045a,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a3c78ec4a8962540004f4
http://example.org/tic-absa/thread/5e9a3c78ec4a8962540004f4,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a38b2ec4a89e2a50004ea
http://example.org/tic-absa/thread/5e9a38b2ec4a89e2a50004ea,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a484fec4a89e2a50005c7
http://example.org/tic-absa/thread/5e9a484fec4a89e2a50005c7,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a4f50ec4a890c830005a1
http://example.org/tic-absa/thread/5e9a4f50ec4a890c830005a1,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a4533ec4a890c83000531
http://example.org/tic-absa/thread/5e9a4533ec4a890c83000531,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a59d6ec4a89e2a5000687
http://example.org/tic-absa/thread/5e9a59d6ec4a89e2a5000687,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a70dbec4a89625400075f
http://example.org/tic-absa/thread/5e9a70dbec4a89625400075f,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a78e3ec4a8962540007b9
http://example.org/tic-absa/thread/5e9a78e3ec4a8962540007b9,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a84c7ec4a89f904000807
http://example.org/tic-absa/thread/5e9a84c7ec4a89f904000807,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a8421ec4a896254000816
http://example.org/tic-absa/thread/5e9a8421ec4a896254000816,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a1689ec4a896254000308
http://example.org/tic-absa/thread/5e9a1689ec4a896254000308,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9abaf2ec4a89e2a50008b1
http://example.org/tic-absa/thread/5e9abaf2ec4a89e2a50008b1,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a37b7ec4a89f9040004c8
http://example.org/tic-absa/thread/5e9a37b7ec4a89f9040004c8,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e95d7e2ec4a8919870001a7
http://example.org/tic-absa/thread/5e95d7e2ec4a8919870001a7,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9a8a93ec4a89e2a5000854
http://example.org/tic-absa/thread/5e9a8a93ec4a89e2a5000854,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b3c9dec4a8962540009b0
http://example.org/tic-absa/thread/5e9b3c9dec4a8962540009b0,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e99cc33ec4a890c83000064
http://example.org/tic-absa/thread/5e99cc33ec4a890c83000064,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b743fec4a89e2a5000b44
http://example.org/tic-absa/thread/5e9b743fec4a89e2a5000b44,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b76c1ec4a890c83000a8a
http://example.org/tic-absa/thread/5e9b76c1ec4a890c83000a8a,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b75d1ec4a890c83000a84
http://example.org/tic-absa/thread/5e9b75d1ec4a890c83000a84,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b6a78ec4a896254000ada
http://example.org/tic-absa/thread/5e9b6a78ec4a896254000ada,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b56dbec4a89f904000a63
http://example.org/tic-absa/thread/5e9b56dbec4a89f904000a63,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e990db9ec4a8991810001ea
http://example.org/tic-absa/thread/5e990db9ec4a8991810001ea,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b861aec4a896254000bce
http://example.org/tic-absa/thread/5e9b861aec4a896254000bce,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b8a5bec4a89f904000c1d
http://example.org/tic-absa/thread/5e9b8a5bec4a89f904000c1d,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b8b11ec4a896254000bfb
http://example.org/tic-absa/thread/5e9b8b11ec4a896254000bfb,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9badf8ec4a89e704000020
http://example.org/tic-absa/thread/5e9badf8ec4a89e704000020,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9bab3cec4a89e70400000e
http://example.org/tic-absa/thread/5e9bab3cec4a89e70400000e,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9ba8eeec4a895e1a000001
http://example.org/tic-absa/thread/5e9ba8eeec4a895e1a000001,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9ba89bec4a89e2a5000d0d
http://example.org/tic-absa/thread/5e9ba89bec4a89e2a5000d0d,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9ba7f8ec4a89f904000cf3
http://example.org/tic-absa/thread/5e9ba7f8ec4a89f904000cf3,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b9200ec4a896254000c31
http://example.org/tic-absa/thread/5e9b9200ec4a896254000c31,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b967fec4a89f904000c78
http://example.org/tic-absa/thread/5e9b967fec4a89f904000c78,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9baa43ec4a890676000006
http://example.org/tic-absa/thread/5e9baa43ec4a890676000006,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9ba176ec4a89e2a5000ce2
http://example.org/tic-absa/thread/5e9ba176ec4a89e2a5000ce2,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9bb2b6ec4a89067600004a
http://example.org/tic-absa/thread/5e9bb2b6ec4a89067600004a,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9bb5fcec4a897f14000068
http://example.org/tic-absa/thread/5e9bb5fcec4a897f14000068,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9bca27ec4a895e1a0000f1
http://example.org/tic-absa/thread/5e9bca27ec4a895e1a0000f1,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9bf45cec4a897f14000187
http://example.org/tic-absa/thread/5e9bf45cec4a897f14000187,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b29a2ec4a89e2a500095d
http://example.org/tic-absa/thread/5e9b29a2ec4a89e2a500095d,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9b918cec4a89f904000c59
http://example.org/tic-absa/thread/5e9b918cec4a89f904000c59,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9c5c98ec4a898ced000042
http://example.org/tic-absa/thread/5e9c5c98ec4a898ced000042,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9c5907ec4a89906b00003f
http://example.org/tic-absa/thread/5e9c5907ec4a89906b00003f,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9bf1a7ec4a890676000174
http://example.org/tic-absa/thread/5e9bf1a7ec4a890676000174,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9beeb3ec4a895e1a000180
http://example.org/tic-absa/thread/5e9beeb3ec4a895e1a000180,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9c6d37ec4a89227800005f
http://example.org/tic-absa/thread/5e9c6d37ec4a89227800005f,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9c7d34ec4a89227800008c
http://example.org/tic-absa/thread/5e9c7d34ec4a89227800008c,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9cc7b9ec4a898ced0002a8
http://example.org/tic-absa/thread/5e9cc7b9ec4a898ced0002a8,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9cd49aec4a8922780002bc
http://example.org/tic-absa/thread/5e9cd49aec4a8922780002bc,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9cb49bec4a8922780001c3
http://example.org/tic-absa/thread/5e9cb49bec4a8922780001c3,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9cd3c2ec4a89d95100030d
http://example.org/tic-absa/thread/5e9cd3c2ec4a89d95100030d,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9cc403ec4a89906b000268
http://example.org/tic-absa/thread/5e9cc403ec4a89906b000268,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9cf9dcec4a898ced000463
http://example.org/tic-absa/thread/5e9cf9dcec4a898ced000463,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9cf478ec4a89d951000459
http://example.org/tic-absa/thread/5e9cf478ec4a89d951000459,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9d132dec4a89227800049f
http://example.org/tic-absa/thread/5e9d132dec4a89227800049f,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9d1afaec4a8922780004e5
http://example.org/tic-absa/thread/5e9d1afaec4a8922780004e5,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9d1170ec4a89906b0004e5
http://example.org/tic-absa/thread/5e9d1170ec4a89906b0004e5,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9d222bec4a89906b000550
http://example.org/tic-absa/thread/5e9d222bec4a89906b000550,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9d2838ec4a89906b000577
http://example.org/tic-absa/thread/5e9d2838ec4a89906b000577,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9d5368ec4a892278000583
http://example.org/tic-absa/thread/5e9d5368ec4a892278000583,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9d233dec4a89d95100059b
http://example.org/tic-absa/thread/5e9d233dec4a89d95100059b,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9dc6ceec4a89d951000686
http://example.org/tic-absa/thread/5e9dc6ceec4a89d951000686,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9dc23aec4a89906b000639
http://example.org/tic-absa/thread/5e9dc23aec4a89906b000639,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9da5bfec4a89d951000644
http://example.org/tic-absa/thread/5e9da5bfec4a89d951000644,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9d4c74ec4a89d95100061b
http://example.org/tic-absa/thread/5e9d4c74ec4a89d95100061b,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e2155ec4a89906b000809
http://example.org/tic-absa/thread/5e9e2155ec4a89906b000809,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e215cec4a8922780007b8
http://example.org/tic-absa/thread/5e9e215cec4a8922780007b8,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e15b6ec4a892278000776
http://example.org/tic-absa/thread/5e9e15b6ec4a892278000776,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9d36ebec4a892278000560
http://example.org/tic-absa/thread/5e9d36ebec4a892278000560,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9d1e4bec4a898ced00055a
http://example.org/tic-absa/thread/5e9d1e4bec4a898ced00055a,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e985b38ec4a89aa850000f4
http://example.org/tic-absa/thread/5e985b38ec4a89aa850000f4,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e4e12ec4a892278000897
http://example.org/tic-absa/thread/5e9e4e12ec4a892278000897,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e516cec4a89d951000933
http://example.org/tic-absa/thread/5e9e516cec4a89d951000933,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e488cec4a892278000881
http://example.org/tic-absa/thread/5e9e488cec4a892278000881,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e4fa2ec4a89906b0008dd
http://example.org/tic-absa/thread/5e9e4fa2ec4a89906b0008dd,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e55abec4a89d951000949
http://example.org/tic-absa/thread/5e9e55abec4a89d951000949,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e59c6ec4a89a9a8000007
http://example.org/tic-absa/thread/5e9e59c6ec4a89a9a8000007,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e4701ec4a892278000878
http://example.org/tic-absa/thread/5e9e4701ec4a892278000878,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e600dec4a89a68400001a
http://example.org/tic-absa/thread/5e9e600dec4a89a68400001a,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e54e1ec4a89906b0008f9
http://example.org/tic-absa/thread/5e9e54e1ec4a89906b0008f9,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e7929ec4a897315000074
http://example.org/tic-absa/thread/5e9e7929ec4a897315000074,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e75bcec4a89a684000073
http://example.org/tic-absa/thread/5e9e75bcec4a89a684000073,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9e6e58ec4a89a9a800006e
http://example.org/tic-absa/thread/5e9e6e58ec4a89a9a800006e,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9f754eec4a89a9a8000248
http://example.org/tic-absa/thread/5e9f754eec4a89a9a8000248,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9f091bec4a8973150000d4
http://example.org/tic-absa/thread/5e9f091bec4a8973150000d4,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9f3bb3ec4a897315000163
http://example.org/tic-absa/thread/5e9f3bb3ec4a897315000163,skos:broader,http://example.org/tic-absa/courseEdition/course-v1:UTPL%2BHG13%2B2020_1
http://example.org/tic-absa/scheme/thread,skos:hasTopConcept,http://example.org/tic-absa/thread/5e9f8aaaec4a899534000275
